"Indicator Category","Indicator Code","Indicator","Reporting Economy Code","Reporting Economy ISO3A Code","Reporting Economy","Partner Economy Code","Partner Economy ISO3A Code","Partner Economy","Product/Sector Classification Code","Product/Sector Classification","Product/Sector Code","Product/Sector","Period Code","Period","Frequency Code","Frequency","Unit Code","Unit","Year","Value Flag Code","Value Flag","Text Value","Value"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","051","ARM","Armenia","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","","","","5356.8"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","052","BRB","Barbados","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","","","","1672.324"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","056","BEL","Belgium","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","","","","510208.14398"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","060","BMU","Bermuda","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","","","","1085"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","064","BTN","Bhutan","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","","","","1220.311"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","068","BOL","Bolivia, Plurinational State of","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","","","","9559.085849"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","070","BIH","Bosnia and Herzegovina","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","","","","13029.492935"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","072","BWA","Botswana","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","","","","8358.553"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","076","BRA","Brazil","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","","","","234690.445235"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","084","BLZ","Belize","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","","","","1060.588"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","090","SLB","Solomon Islands","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","E","Estimate","","562"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","096","BRN","Brunei Darussalam","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","","","","8569.720444"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","100","BGR","Bulgaria","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","","","","46195.24375"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","104","MMR","Myanmar","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","","","","14322.1"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","108","BDI","Burundi","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","","","","1029.584"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","112","BLR","Belarus","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","","","","41386.636"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","116","KHM","Cambodia","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","","","","28368.575"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","120","CMR","Cameroon","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","E","Estimate","","6100"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","124","CAN","Canada","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","","","","504016.89722"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","132","CPV","Cabo Verde","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","","","","800.40287"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","136","CYM","Cayman Islands","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","","","","1538.299"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","140","CAF","Central African Republic","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","E","Estimate","","590.236"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","144","LKA","Sri Lanka","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","","","","20637.4"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","148","TCD","Chad","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","E","Estimate","","2744.892517"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","152","CHL","Chile","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","","","","92197"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","156","CHN","China","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","","","","2688633.532793"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","158","CHT","Chinese Taipei","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","","","","382101.060591"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","170","COL","Colombia","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","","","","61101.362247"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","174","COM","Comoros","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","","","","327.751"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","178","COG","Congo","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","E","Estimate","","2302"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","180","COD","Democratic Republic of the Congo","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","E","Estimate","","10300"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","184","COK","Cook Islands","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","E","Estimate","","136.1"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","188","CRI","Costa Rica","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","","","","20727.806178"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","191","HRV","Croatia","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","","","","34588.22514"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","192","CUB","Cuba","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","E","Estimate","","8486"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","196","CYP","Cyprus","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","","","","10168.16205"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","203","CZE","Czech Republic","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","","","","211508.24224"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","204","BEN","Benin","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","","","","4332.652"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","208","DNK","Denmark","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","","","","120306.70059"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","212","DMA","Dominica","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","","","","230.959"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","214","DOM","Dominican Republic","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","E","Estimate","","24143.2"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","218","ECU","Ecuador","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","","","","25687.188061"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","222","SLV","El Salvador","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","","","","15075.92"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","226","GNQ","Equatorial Guinea","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","E","Estimate","","1900"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","231","ETH","Ethiopia","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","","","","15972.6"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","232","ERI","Eritrea","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","E","Estimate","","1154"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","233","EST","Estonia","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","","","","23608.85443"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","242","FJI","Fiji","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","","","","2115.65"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","246","FIN","Finland","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","","","","85974.60054"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","250","FRA","France","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","","","","714102.40945"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","258","PYF","French Polynesia","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","","","","1985.094"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","262","DJI","Djibouti","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","E","Estimate","","4010.7"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","266","GAB","Gabon","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","E","Estimate","","3443.821257"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","268","GEO","Georgia","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","","","","10105.1"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","270","GMB","The Gambia","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","","","","607.36"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","276","DEU","Germany","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","","","","1420129.01693"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","288","GHA","Ghana","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","","","","13628.66"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","296","KIR","Kiribati","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","","","","175.695"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","300","GRC","Greece","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","","","","75855.15799"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","304","GRL","Greenland","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","","","","857.863"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","308","GRD","Grenada","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","","","","449.811"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","316","GUM","Guam","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","E","Estimate","","809"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","320","GTM","Guatemala","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","","","","26606.765891"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","324","GIN","Guinea","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","E","Estimate","","4094"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","328","GUY","Guyana","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","","","","4375.8"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","332","HTI","Haiti","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","E","Estimate","","3231.6"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","340","HND","Honduras","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","E","Estimate","","15040"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","344","HKG","Hong Kong, China","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","","","","712357.85282"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","348","HUN","Hungary","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","","","","141973.26523"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","352","ISL","Iceland","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","","","","7817.359746"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","356","IND","India","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","","","","572909.318568"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","360","IDN","Indonesia","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","","","","196041.357907"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","364","IRN","Iran","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","","","","48978.376758"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","368","IRQ","Iraq","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","","","","66216.963875"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","372","IRL","Ireland","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","","","","119495.70464"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","376","ISR","Israel","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","","","","92155.065"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","380","ITA","Italy","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","","","","557524.19408"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","384","CIV","Côte d'Ivoire","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","","","","14006.84013"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","388","JAM","Jamaica","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","","","","5975.617"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","392","JPN","Japan","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","","","","768975.59929"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","398","KAZ","Kazakhstan","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","","","","41170.570281"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","400","JOR","Jordan","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","","","","21612.852817"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","404","KEN","Kenya","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","","","","19559"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","408","PRK","Korea, Democratic People's Republic of","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","E","Estimate","","490"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","410","KOR","Korea, Republic of","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","","","","615093.447494"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","414","KWT","Kuwait, the State of","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","","","","31888.736399"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","417","KGZ","Kyrgyz Republic","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","","","","5570.1"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","418","LAO","Lao People's Democratic Republic","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","","","","6275.034"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","422","LBN","Lebanese Republic","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","","","","13856.925"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","426","LSO","Lesotho","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","E","Estimate","","2051.044"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","428","LVA","Latvia","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","","","","24446.83276"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","430","LBR","Liberia","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","","","","1477.6"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","434","LBY","Libya","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","","","","18971.6"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","440","LTU","Lithuania","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","","","","44585.17573"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","442","LUX","Luxembourg","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2021","","","","25810.85451"
